Name,Station,Time(norwegian mean time),Mean air temperature (24 h)
Karasjok,SN97250,17.08.1926,6.7
Karasjok,SN97250,18.08.1926,6.4
Karasjok,SN97250,19.08.1926,4.3
Karasjok,SN97250,20.08.1926,6.7
Karasjok,SN97250,21.08.1926,8.9
Karasjok,SN97250,22.08.1926,10.9
Karasjok,SN97250,23.08.1926,9.9
Karasjok,SN97250,24.08.1926,7
Karasjok,SN97250,25.08.1926,8.2
Karasjok,SN97250,26.08.1926,9.7
Karasjok,SN97250,27.08.1926,9.7
Karasjok,SN97250,28.08.1926,9.3
Karasjok,SN97250,29.08.1926,6.1
Karasjok,SN97250,30.08.1926,7.5
Karasjok,SN97250,31.08.1926,11.4
Karasjok,SN97250,01.09.1926,8.5
Karasjok,SN97250,02.09.1926,4.5
Karasjok,SN97250,03.09.1926,3.9
Karasjok,SN97250,04.09.1926,6.8
Karasjok,SN97250,05.09.1926,7.2
Karasjok,SN97250,06.09.1926,8.5
Karasjok,SN97250,07.09.1926,8.3
Karasjok,SN97250,08.09.1926,7.4
Karasjok,SN97250,09.09.1926,6
Karasjok,SN97250,10.09.1926,6.7
Karasjok,SN97250,11.09.1926,6.5
Karasjok,SN97250,12.09.1926,5.1
Karasjok,SN97250,13.09.1926,4.9
Karasjok,SN97250,14.09.1926,4.2
Karasjok,SN97250,15.09.1926,4.9
Karasjok,SN97250,16.09.1926,3.8
Karasjok,SN97250,17.09.1926,1.2
Karasjok,SN97250,18.09.1926,1
Karasjok,SN97250,19.09.1926,4.4
Karasjok,SN97250,20.09.1926,11.3
Karasjok,SN97250,21.09.1926,7.5
Karasjok,SN97250,22.09.1926,8.7
Karasjok,SN97250,23.09.1926,8.9
Karasjok,SN97250,24.09.1926,8.6
Karasjok,SN97250,25.09.1926,6.9
Karasjok,SN97250,26.09.1926,6.2
Karasjok,SN97250,27.09.1926,1.8
Karasjok,SN97250,28.09.1926,0.8
Karasjok,SN97250,29.09.1926,3.2
Karasjok,SN97250,30.09.1926,5.2
Karasjok,SN97250,01.10.1926,2.8
Karasjok,SN97250,02.10.1926,2.1
Karasjok,SN97250,03.10.1926,-1
Karasjok,SN97250,04.10.1926,-2.4
Karasjok,SN97250,05.10.1926,-0.8
Karasjok,SN97250,06.10.1926,-4.7
Karasjok,SN97250,07.10.1926,0.3
Karasjok,SN97250,08.10.1926,2.6
Karasjok,SN97250,09.10.1926,5.7
Karasjok,SN97250,10.10.1926,3.9
Karasjok,SN97250,11.10.1926,3.9
Karasjok,SN97250,12.10.1926,2
Karasjok,SN97250,13.10.1926,0.4
Karasjok,SN97250,14.10.1926,-0.5
Karasjok,SN97250,15.10.1926,-3.6
Karasjok,SN97250,16.10.1926,-10.6
Karasjok,SN97250,17.10.1926,-3.9
Karasjok,SN97250,18.10.1926,-0.9
Karasjok,SN97250,19.10.1926,-3.7
Karasjok,SN97250,20.10.1926,-4.6
Karasjok,SN97250,21.10.1926,-6.1
Karasjok,SN97250,22.10.1926,-4.4
Karasjok,SN97250,23.10.1926,-5.3
Karasjok,SN97250,24.10.1926,-13
Karasjok,SN97250,25.10.1926,-12.1
Karasjok,SN97250,26.10.1926,-17.5
Karasjok,SN97250,27.10.1926,-18.4
Karasjok,SN97250,28.10.1926,-19.8
Karasjok,SN97250,29.10.1926,-21.6
Karasjok,SN97250,30.10.1926,-24
Karasjok,SN97250,31.10.1926,-25.7
Karasjok,SN97250,01.11.1926,-15.2
Karasjok,SN97250,02.11.1926,-8.1
Karasjok,SN97250,03.11.1926,-16.2
Karasjok,SN97250,04.11.1926,-18.4
Karasjok,SN97250,05.11.1926,-8.6
Karasjok,SN97250,06.11.1926,-6
Karasjok,SN97250,07.11.1926,2
Karasjok,SN97250,08.11.1926,2.4
Karasjok,SN97250,09.11.1926,-2.9
Karasjok,SN97250,10.11.1926,-0.2
Karasjok,SN97250,11.11.1926,1.3
Karasjok,SN97250,12.11.1926,-0.9
Karasjok,SN97250,13.11.1926,2.7
Karasjok,SN97250,14.11.1926,1.8
Karasjok,SN97250,15.11.1926,0.5
Karasjok,SN97250,16.11.1926,-1.4
Karasjok,SN97250,17.11.1926,-5.6
Karasjok,SN97250,18.11.1926,-9.9
Karasjok,SN97250,19.11.1926,-20.3
Karasjok,SN97250,20.11.1926,-24.6
Karasjok,SN97250,21.11.1926,-8.9
Karasjok,SN97250,22.11.1926,-5
Karasjok,SN97250,23.11.1926,0
Karasjok,SN97250,24.11.1926,-0.6
Karasjok,SN97250,25.11.1926,-6.4
Karasjok,SN97250,26.11.1926,-8.9
Karasjok,SN97250,27.11.1926,-4.8
Karasjok,SN97250,28.11.1926,-7.6
Karasjok,SN97250,29.11.1926,-24.2
Karasjok,SN97250,30.11.1926,-22.3
Karasjok,SN97250,01.12.1926,-29.1
Karasjok,SN97250,02.12.1926,-32.4
Karasjok,SN97250,03.12.1926,-25.3
Karasjok,SN97250,04.12.1926,-16.4
Karasjok,SN97250,05.12.1926,-27.8
Karasjok,SN97250,06.12.1926,-5.6
Karasjok,SN97250,07.12.1926,-17.7
Karasjok,SN97250,08.12.1926,-6.9
Karasjok,SN97250,09.12.1926,-16.9
Karasjok,SN97250,10.12.1926,0.8
Karasjok,SN97250,11.12.1926,-9.4
Karasjok,SN97250,12.12.1926,-4.7
Karasjok,SN97250,13.12.1926,-20
Karasjok,SN97250,14.12.1926,-3.9
Karasjok,SN97250,15.12.1926,-16.6
Karasjok,SN97250,16.12.1926,-14.8
Karasjok,SN97250,17.12.1926,-23.7
Karasjok,SN97250,18.12.1926,-15.6
Karasjok,SN97250,19.12.1926,-12.9
Karasjok,SN97250,20.12.1926,-22.5
Karasjok,SN97250,21.12.1926,-27.3
Karasjok,SN97250,22.12.1926,-4.8
Karasjok,SN97250,23.12.1926,-0.6
Karasjok,SN97250,24.12.1926,-2.3
Karasjok,SN97250,25.12.1926,-11.1
Karasjok,SN97250,26.12.1926,-16.1
Karasjok,SN97250,27.12.1926,-16.6
Karasjok,SN97250,28.12.1926,-25.8
Karasjok,SN97250,29.12.1926,-33.8
Karasjok,SN97250,30.12.1926,-32.8
Karasjok,SN97250,31.12.1926,-35.4
Karasjok,SN97250,01.01.1927,-30.2
Karasjok,SN97250,02.01.1927,-25.1
Karasjok,SN97250,03.01.1927,-19.6
Karasjok,SN97250,04.01.1927,-18.6
Karasjok,SN97250,05.01.1927,-14.4
Karasjok,SN97250,06.01.1927,-13.3
Karasjok,SN97250,07.01.1927,-18.3
Karasjok,SN97250,08.01.1927,-12.2
Karasjok,SN97250,09.01.1927,-2.7
Karasjok,SN97250,10.01.1927,-11.3
Karasjok,SN97250,11.01.1927,-30.9
Karasjok,SN97250,12.01.1927,-11.7
Karasjok,SN97250,13.01.1927,-11.7
Karasjok,SN97250,14.01.1927,-14.5
Karasjok,SN97250,15.01.1927,-16.7
Karasjok,SN97250,16.01.1927,-17
Karasjok,SN97250,17.01.1927,-15.6
Karasjok,SN97250,18.01.1927,-11.7
Karasjok,SN97250,19.01.1927,-7.6
Karasjok,SN97250,20.01.1927,-9.6
Karasjok,SN97250,21.01.1927,-12.5
Karasjok,SN97250,22.01.1927,-14.5
Karasjok,SN97250,23.01.1927,-20.6
Karasjok,SN97250,24.01.1927,-20.4
Karasjok,SN97250,25.01.1927,-15.6
Karasjok,SN97250,26.01.1927,-15.8
Karasjok,SN97250,27.01.1927,-13.8
Karasjok,SN97250,28.01.1927,-10.3
Karasjok,SN97250,29.01.1927,-13.9
Karasjok,SN97250,30.01.1927,-5.2
Karasjok,SN97250,31.01.1927,-20.7
Karasjok,SN97250,01.02.1927,-19.3
Karasjok,SN97250,02.02.1927,-32.2
Karasjok,SN97250,03.02.1927,-36
Karasjok,SN97250,04.02.1927,-3.6
Karasjok,SN97250,05.02.1927,-6
Karasjok,SN97250,06.02.1927,-4.1
Karasjok,SN97250,07.02.1927,-7.1
Karasjok,SN97250,08.02.1927,1
Karasjok,SN97250,09.02.1927,-0.1
Karasjok,SN97250,10.02.1927,-1.5
Karasjok,SN97250,11.02.1927,0.7
Karasjok,SN97250,12.02.1927,1.1
Karasjok,SN97250,13.02.1927,-1.9
Karasjok,SN97250,14.02.1927,-1.7
Karasjok,SN97250,15.02.1927,-14.1
Karasjok,SN97250,16.02.1927,-10.3
Karasjok,SN97250,17.02.1927,-10.3
Karasjok,SN97250,18.02.1927,-15.2
Karasjok,SN97250,19.02.1927,-20.2
Karasjok,SN97250,20.02.1927,-24.4
Karasjok,SN97250,21.02.1927,-23.7
Karasjok,SN97250,22.02.1927,-18.8
Karasjok,SN97250,23.02.1927,-18.1
Karasjok,SN97250,24.02.1927,-2.4
Karasjok,SN97250,25.02.1927,-1.2
Karasjok,SN97250,26.02.1927,-3.1
Karasjok,SN97250,27.02.1927,-7.4
Karasjok,SN97250,28.02.1927,-10.8
Karasjok,SN97250,01.03.1927,-13.8
Karasjok,SN97250,02.03.1927,-11.3
Karasjok,SN97250,03.03.1927,-12
Karasjok,SN97250,04.03.1927,-15.6
Karasjok,SN97250,05.03.1927,-12.4
Karasjok,SN97250,06.03.1927,-2
Karasjok,SN97250,07.03.1927,-1
Karasjok,SN97250,08.03.1927,0.4
Karasjok,SN97250,09.03.1927,-2.6
Karasjok,SN97250,10.03.1927,-8.8
Karasjok,SN97250,11.03.1927,-16.9
Karasjok,SN97250,12.03.1927,-12
Karasjok,SN97250,13.03.1927,-1.3
Karasjok,SN97250,14.03.1927,-1.5
Karasjok,SN97250,15.03.1927,-3.3
Karasjok,SN97250,16.03.1927,-5.8
Karasjok,SN97250,17.03.1927,-16.1
Karasjok,SN97250,18.03.1927,-21.9
Karasjok,SN97250,19.03.1927,-13.8
Karasjok,SN97250,20.03.1927,-20.2
Karasjok,SN97250,21.03.1927,-13.8
Karasjok,SN97250,22.03.1927,-11.8
Karasjok,SN97250,23.03.1927,-9.4
Karasjok,SN97250,24.03.1927,-15.5
Karasjok,SN97250,25.03.1927,-16.3
Karasjok,SN97250,26.03.1927,-13
Karasjok,SN97250,27.03.1927,-8.7
Karasjok,SN97250,28.03.1927,-6.7
Karasjok,SN97250,29.03.1927,-4.6
Karasjok,SN97250,30.03.1927,-6.2
Karasjok,SN97250,31.03.1927,-5.2
Karasjok,SN97250,01.04.1927,-6.6
Karasjok,SN97250,02.04.1927,-2.7
Karasjok,SN97250,03.04.1927,-8.3
Karasjok,SN97250,04.04.1927,-10.8
Karasjok,SN97250,05.04.1927,-12.2
Karasjok,SN97250,06.04.1927,-8.5
Karasjok,SN97250,07.04.1927,-5.2
Karasjok,SN97250,08.04.1927,-0.3
Karasjok,SN97250,09.04.1927,-0.8
Karasjok,SN97250,10.04.1927,-3.6
Karasjok,SN97250,11.04.1927,-2.1
Karasjok,SN97250,12.04.1927,-1.6
Karasjok,SN97250,13.04.1927,-1.9
Karasjok,SN97250,14.04.1927,-2.3
Karasjok,SN97250,15.04.1927,-4.3
Karasjok,SN97250,16.04.1927,-3.6
Karasjok,SN97250,17.04.1927,-4.1
Karasjok,SN97250,18.04.1927,-4
Karasjok,SN97250,19.04.1927,-5.4
Karasjok,SN97250,20.04.1927,-6
Karasjok,SN97250,21.04.1927,-5.5
Karasjok,SN97250,22.04.1927,-3.4
Karasjok,SN97250,23.04.1927,-7.3
Karasjok,SN97250,24.04.1927,-9.2
Karasjok,SN97250,25.04.1927,-10.6
Karasjok,SN97250,26.04.1927,-3.9
Karasjok,SN97250,27.04.1927,-2.5
Karasjok,SN97250,28.04.1927,-2.5
Karasjok,SN97250,29.04.1927,-2.5
Karasjok,SN97250,30.04.1927,-2.4
Karasjok,SN97250,01.05.1927,-3
Karasjok,SN97250,02.05.1927,-3
Karasjok,SN97250,03.05.1927,-0.5
Karasjok,SN97250,04.05.1927,2.5
Karasjok,SN97250,05.05.1927,-0.8
Karasjok,SN97250,06.05.1927,-1.4
Karasjok,SN97250,07.05.1927,0.9
Karasjok,SN97250,08.05.1927,-0.8
Karasjok,SN97250,09.05.1927,-3
Karasjok,SN97250,10.05.1927,-3.9
Karasjok,SN97250,11.05.1927,-3.3
Karasjok,SN97250,12.05.1927,-0.6
Karasjok,SN97250,13.05.1927,-2.2
Karasjok,SN97250,14.05.1927,-0.5
Karasjok,SN97250,15.05.1927,0.9
Karasjok,SN97250,16.05.1927,0.9
Karasjok,SN97250,17.05.1927,1.5
Karasjok,SN97250,18.05.1927,3
Karasjok,SN97250,19.05.1927,3.7
Karasjok,SN97250,20.05.1927,5.7
Karasjok,SN97250,21.05.1927,6.2
Karasjok,SN97250,22.05.1927,6.7
Karasjok,SN97250,23.05.1927,1.5
Karasjok,SN97250,24.05.1927,1
Karasjok,SN97250,25.05.1927,1
Karasjok,SN97250,26.05.1927,4.6
Karasjok,SN97250,27.05.1927,4.7
Karasjok,SN97250,28.05.1927,2.4
Karasjok,SN97250,29.05.1927,6.2
Karasjok,SN97250,30.05.1927,3.3
Karasjok,SN97250,31.05.1927,3.8
Karasjok,SN97250,01.06.1927,6.1
Karasjok,SN97250,02.06.1927,2.9
Karasjok,SN97250,03.06.1927,2.4
Karasjok,SN97250,04.06.1927,1.4
Karasjok,SN97250,05.06.1927,5.5
Karasjok,SN97250,06.06.1927,2.6
Karasjok,SN97250,07.06.1927,2.4
Karasjok,SN97250,08.06.1927,4.5
Karasjok,SN97250,09.06.1927,6.1
Karasjok,SN97250,10.06.1927,5.8
Karasjok,SN97250,11.06.1927,4.5
Karasjok,SN97250,12.06.1927,4.9
Karasjok,SN97250,13.06.1927,4.2
Karasjok,SN97250,14.06.1927,4.8
Karasjok,SN97250,15.06.1927,7.7
Karasjok,SN97250,16.06.1927,6.1
Karasjok,SN97250,17.06.1927,4.4
Karasjok,SN97250,18.06.1927,10.2
Karasjok,SN97250,19.06.1927,15.5
Karasjok,SN97250,20.06.1927,11.4
Karasjok,SN97250,21.06.1927,10.1
Karasjok,SN97250,22.06.1927,13.6
Karasjok,SN97250,23.06.1927,11.2
Karasjok,SN97250,24.06.1927,10.5
Karasjok,SN97250,25.06.1927,13.6
Karasjok,SN97250,26.06.1927,14.4
Karasjok,SN97250,27.06.1927,16.6
Karasjok,SN97250,28.06.1927,18.1
Karasjok,SN97250,29.06.1927,15.9
Karasjok,SN97250,30.06.1927,16.7
Karasjok,SN97250,01.07.1927,18.3
Karasjok,SN97250,02.07.1927,19.3
Karasjok,SN97250,03.07.1927,18.5
Karasjok,SN97250,04.07.1927,19.3
Karasjok,SN97250,05.07.1927,19.3
Karasjok,SN97250,06.07.1927,16.9
Karasjok,SN97250,07.07.1927,17.6
Karasjok,SN97250,08.07.1927,17.5
Karasjok,SN97250,09.07.1927,18.4
Karasjok,SN97250,10.07.1927,17.2
Karasjok,SN97250,11.07.1927,19.8
Karasjok,SN97250,12.07.1927,17.2
Karasjok,SN97250,13.07.1927,14.1
Karasjok,SN97250,14.07.1927,16.8
Karasjok,SN97250,15.07.1927,19.2
Karasjok,SN97250,16.07.1927,13.2
Karasjok,SN97250,17.07.1927,13.5
Karasjok,SN97250,18.07.1927,12
Karasjok,SN97250,19.07.1927,9.5
Karasjok,SN97250,20.07.1927,7.8
Karasjok,SN97250,21.07.1927,9.5
Karasjok,SN97250,22.07.1927,11.9
Karasjok,SN97250,23.07.1927,13.1
Karasjok,SN97250,24.07.1927,10.9
Karasjok,SN97250,25.07.1927,12.9
Karasjok,SN97250,26.07.1927,14.6
Karasjok,SN97250,27.07.1927,13.5
Karasjok,SN97250,28.07.1927,15.9
Karasjok,SN97250,29.07.1927,16.6
Karasjok,SN97250,30.07.1927,17.1
Karasjok,SN97250,31.07.1927,16.6
Karasjok,SN97250,01.08.1927,16.8
Karasjok,SN97250,02.08.1927,18.1
Karasjok,SN97250,03.08.1927,17.4
Karasjok,SN97250,04.08.1927,16.8
Karasjok,SN97250,05.08.1927,12.8
Karasjok,SN97250,06.08.1927,16.6
Karasjok,SN97250,07.08.1927,17.8
Karasjok,SN97250,08.08.1927,18.9
Karasjok,SN97250,09.08.1927,14.6
Karasjok,SN97250,10.08.1927,10.3
Karasjok,SN97250,11.08.1927,8.4
Karasjok,SN97250,12.08.1927,8.3
Karasjok,SN97250,13.08.1927,8.2
Karasjok,SN97250,14.08.1927,10
Karasjok,SN97250,15.08.1927,10
Karasjok,SN97250,16.08.1927,7.7
Karasjok,SN97250,17.08.1927,8.6
Karasjok,SN97250,18.08.1927,7.8
Karasjok,SN97250,19.08.1927,8.8
Karasjok,SN97250,20.08.1927,9.2
Karasjok,SN97250,21.08.1927,11
Karasjok,SN97250,22.08.1927,12.2
Karasjok,SN97250,23.08.1927,12.5
Karasjok,SN97250,24.08.1927,12.5
Karasjok,SN97250,25.08.1927,8.2
Karasjok,SN97250,26.08.1927,7.1
Karasjok,SN97250,27.08.1927,9.5
Karasjok,SN97250,28.08.1927,9.1
Karasjok,SN97250,29.08.1927,9.8
Karasjok,SN97250,30.08.1927,7.2
Karasjok,SN97250,31.08.1927,6.6
Karasjok,SN97250,01.09.1927,8.2
Karasjok,SN97250,02.09.1927,10.9
Karasjok,SN97250,03.09.1927,10.8
Karasjok,SN97250,04.09.1927,7.6
Karasjok,SN97250,05.09.1927,7.7
Karasjok,SN97250,06.09.1927,8.5
Karasjok,SN97250,07.09.1927,4.9
Karasjok,SN97250,08.09.1927,3.7
Karasjok,SN97250,09.09.1927,3.5
Karasjok,SN97250,10.09.1927,1.8
Karasjok,SN97250,11.09.1927,0.9
Karasjok,SN97250,12.09.1927,2.2
Karasjok,SN97250,13.09.1927,2.7
Karasjok,SN97250,14.09.1927,4
Karasjok,SN97250,15.09.1927,3.6
Karasjok,SN97250,16.09.1927,3.7
Karasjok,SN97250,17.09.1927,3.8
Karasjok,SN97250,18.09.1927,6.1
Karasjok,SN97250,19.09.1927,8.6
Karasjok,SN97250,20.09.1927,8
Karasjok,SN97250,21.09.1927,3.3
Karasjok,SN97250,22.09.1927,4.8
Karasjok,SN97250,23.09.1927,3.2
Karasjok,SN97250,24.09.1927,1.1
Karasjok,SN97250,25.09.1927,2.8
Karasjok,SN97250,26.09.1927,2.9
Karasjok,SN97250,27.09.1927,4.4
Karasjok,SN97250,28.09.1927,1
Karasjok,SN97250,29.09.1927,3.4
Karasjok,SN97250,30.09.1927,6.9
Karasjok,SN97250,01.10.1927,8.3
Karasjok,SN97250,02.10.1927,7.4
Karasjok,SN97250,03.10.1927,6.1
Karasjok,SN97250,04.10.1927,6.6
Karasjok,SN97250,05.10.1927,5.9
Karasjok,SN97250,06.10.1927,4.8
Karasjok,SN97250,07.10.1927,2.4
Karasjok,SN97250,08.10.1927,1.9
Karasjok,SN97250,09.10.1927,3.6
Karasjok,SN97250,10.10.1927,0.8
Karasjok,SN97250,11.10.1927,-0.8
Karasjok,SN97250,12.10.1927,-2.7
Karasjok,SN97250,13.10.1927,-6.9
Karasjok,SN97250,14.10.1927,-6.1
Karasjok,SN97250,15.10.1927,-2.7
Karasjok,SN97250,16.10.1927,-0.5
Karasjok,SN97250,17.10.1927,-4.1
Karasjok,SN97250,18.10.1927,-4.6
Karasjok,SN97250,19.10.1927,-8.3
Karasjok,SN97250,20.10.1927,-6.6
Karasjok,SN97250,21.10.1927,-16.8
Karasjok,SN97250,22.10.1927,-23.4
Karasjok,SN97250,23.10.1927,-18.5
Karasjok,SN97250,24.10.1927,-16.9
Karasjok,SN97250,25.10.1927,-21.4
Karasjok,SN97250,26.10.1927,-10.5
Karasjok,SN97250,27.10.1927,-10.3
Karasjok,SN97250,28.10.1927,-13.4
Karasjok,SN97250,29.10.1927,-23.5
Karasjok,SN97250,30.10.1927,-24.3
Karasjok,SN97250,31.10.1927,-27.6
Karasjok,SN97250,01.11.1927,-18.6
Karasjok,SN97250,02.11.1927,-12
Karasjok,SN97250,03.11.1927,-18.7
Karasjok,SN97250,04.11.1927,-13
Karasjok,SN97250,05.11.1927,-13.1
Karasjok,SN97250,06.11.1927,-8.2
Karasjok,SN97250,07.11.1927,-11.3
Karasjok,SN97250,08.11.1927,-13.2
Karasjok,SN97250,09.11.1927,-13.9
Karasjok,SN97250,10.11.1927,-24.8
Karasjok,SN97250,11.11.1927,-25.3
Karasjok,SN97250,12.11.1927,-19.5
Karasjok,SN97250,13.11.1927,-22
Karasjok,SN97250,14.11.1927,-16.6
Karasjok,SN97250,15.11.1927,-6
Karasjok,SN97250,16.11.1927,-12.4
Karasjok,SN97250,17.11.1927,-23.1
Karasjok,SN97250,18.11.1927,-23.6
Karasjok,SN97250,19.11.1927,-7.9
Karasjok,SN97250,20.11.1927,-9.2
Karasjok,SN97250,21.11.1927,-12.9
Karasjok,SN97250,22.11.1927,-19.4
Karasjok,SN97250,23.11.1927,-25.2
Karasjok,SN97250,24.11.1927,-7.6
Karasjok,SN97250,25.11.1927,-8.3
Karasjok,SN97250,26.11.1927,-14.1
Karasjok,SN97250,27.11.1927,-11.4
Karasjok,SN97250,28.11.1927,-7.3
Karasjok,SN97250,29.11.1927,-2.7
Karasjok,SN97250,30.11.1927,-1.7
Karasjok,SN97250,01.12.1927,-10.4
Karasjok,SN97250,02.12.1927,-6.4
Karasjok,SN97250,03.12.1927,-5.5
Karasjok,SN97250,04.12.1927,-3.6
Karasjok,SN97250,05.12.1927,-19.5
Karasjok,SN97250,06.12.1927,-22.4
Karasjok,SN97250,07.12.1927,-10.3
Karasjok,SN97250,08.12.1927,-8.5
Karasjok,SN97250,09.12.1927,-7.3
Karasjok,SN97250,10.12.1927,-10.4
Karasjok,SN97250,11.12.1927,-6
Karasjok,SN97250,12.12.1927,-10.3
Karasjok,SN97250,13.12.1927,-8.4
Karasjok,SN97250,14.12.1927,-13.6
Karasjok,SN97250,15.12.1927,-12.1
Karasjok,SN97250,16.12.1927,-24
Karasjok,SN97250,17.12.1927,-18.9
Karasjok,SN97250,18.12.1927,-7.1
Karasjok,SN97250,19.12.1927,-4
Karasjok,SN97250,20.12.1927,-7.5
Karasjok,SN97250,21.12.1927,-10.6
Karasjok,SN97250,22.12.1927,-21.6
Karasjok,SN97250,23.12.1927,-22.9
Karasjok,SN97250,24.12.1927,-15.7
Karasjok,SN97250,25.12.1927,-16.5
Karasjok,SN97250,26.12.1927,-18.9
Karasjok,SN97250,27.12.1927,-30.5
Karasjok,SN97250,28.12.1927,-6.9
Karasjok,SN97250,29.12.1927,-8.7
Karasjok,SN97250,30.12.1927,-1.8
Karasjok,SN97250,31.12.1927,-7.6
Karasjok,SN97250,01.01.1928,-5.9
Karasjok,SN97250,02.01.1928,-20
Karasjok,SN97250,03.01.1928,-2.6
Karasjok,SN97250,04.01.1928,-4.7
Karasjok,SN97250,05.01.1928,-13.9
Karasjok,SN97250,06.01.1928,-8.6
Karasjok,SN97250,07.01.1928,-14.3
Karasjok,SN97250,08.01.1928,-28.1
Karasjok,SN97250,09.01.1928,-8.1
Karasjok,SN97250,10.01.1928,-8.3
Karasjok,SN97250,11.01.1928,-7.6
Karasjok,SN97250,12.01.1928,-8.7
Karasjok,SN97250,13.01.1928,-12
Karasjok,SN97250,14.01.1928,-22.5
Karasjok,SN97250,15.01.1928,-16.9
Karasjok,SN97250,16.01.1928,-24.8
Karasjok,SN97250,17.01.1928,-8.4
Karasjok,SN97250,18.01.1928,1.7
Karasjok,SN97250,19.01.1928,-8
Karasjok,SN97250,20.01.1928,-19.9
Karasjok,SN97250,21.01.1928,-15.6
Karasjok,SN97250,22.01.1928,-4.1
Karasjok,SN97250,23.01.1928,-3.8
Karasjok,SN97250,24.01.1928,-5.6
Karasjok,SN97250,25.01.1928,-11.8
Karasjok,SN97250,26.01.1928,-18.4
Karasjok,SN97250,27.01.1928,-7.6
Karasjok,SN97250,28.01.1928,-9.9
Karasjok,SN97250,29.01.1928,-16.4
Karasjok,SN97250,30.01.1928,-26.4
Karasjok,SN97250,31.01.1928,-14.4
Karasjok,SN97250,01.02.1928,-9.6
Karasjok,SN97250,02.02.1928,-4.1
Karasjok,SN97250,03.02.1928,-0.8
Karasjok,SN97250,04.02.1928,-0.4
Karasjok,SN97250,05.02.1928,-1.9
Karasjok,SN97250,06.02.1928,-5.2
Karasjok,SN97250,07.02.1928,-13.5
Karasjok,SN97250,08.02.1928,-4.2
Karasjok,SN97250,09.02.1928,-11.4
Karasjok,SN97250,10.02.1928,-21.3
Karasjok,SN97250,11.02.1928,-15.5
Karasjok,SN97250,12.02.1928,-26.1
Karasjok,SN97250,13.02.1928,-18.9
Karasjok,SN97250,14.02.1928,-24.4
Karasjok,SN97250,15.02.1928,-26.7
Karasjok,SN97250,16.02.1928,-26.9
Karasjok,SN97250,17.02.1928,-22.4
Karasjok,SN97250,18.02.1928,-32.8
Karasjok,SN97250,19.02.1928,-19.2
Karasjok,SN97250,20.02.1928,-7.9
Karasjok,SN97250,21.02.1928,-12.7
Karasjok,SN97250,22.02.1928,-10.9
Karasjok,SN97250,23.02.1928,-11.6
Karasjok,SN97250,24.02.1928,0.5
Karasjok,SN97250,25.02.1928,0.8
Karasjok,SN97250,26.02.1928,-6.8
Karasjok,SN97250,27.02.1928,1.4
Karasjok,SN97250,28.02.1928,3.3
Karasjok,SN97250,29.02.1928,1.4
Karasjok,SN97250,01.03.1928,-2.2
Karasjok,SN97250,02.03.1928,-3.9
Karasjok,SN97250,03.03.1928,-5.1
Karasjok,SN97250,04.03.1928,-2.5
Karasjok,SN97250,05.03.1928,-4.8
Karasjok,SN97250,06.03.1928,-13.9
Karasjok,SN97250,07.03.1928,-17.9
Karasjok,SN97250,08.03.1928,-16.5
Karasjok,SN97250,09.03.1928,-18.5
Karasjok,SN97250,10.03.1928,-2.7
Karasjok,SN97250,11.03.1928,-2.2
Karasjok,SN97250,12.03.1928,-5.4
Karasjok,SN97250,13.03.1928,-8.1
Karasjok,SN97250,14.03.1928,-10.7
Karasjok,SN97250,15.03.1928,-8.7
Karasjok,SN97250,16.03.1928,-8.1
Karasjok,SN97250,17.03.1928,-1.3
Karasjok,SN97250,18.03.1928,1.9
Karasjok,SN97250,19.03.1928,-5
Karasjok,SN97250,20.03.1928,-6.8
Karasjok,SN97250,21.03.1928,-4.7
Karasjok,SN97250,22.03.1928,-1.5
Karasjok,SN97250,23.03.1928,-2.7
Karasjok,SN97250,24.03.1928,-3.1
Karasjok,SN97250,25.03.1928,-7
Karasjok,SN97250,26.03.1928,-6.2
Karasjok,SN97250,27.03.1928,-2.6
Karasjok,SN97250,28.03.1928,-2.8
Karasjok,SN97250,29.03.1928,-4.8
Karasjok,SN97250,30.03.1928,-13
Karasjok,SN97250,31.03.1928,-11.2
Karasjok,SN97250,01.04.1928,-7.4
Karasjok,SN97250,02.04.1928,-8.7
Karasjok,SN97250,03.04.1928,-5.1
Karasjok,SN97250,04.04.1928,-3.6
Karasjok,SN97250,05.04.1928,-2.7
Karasjok,SN97250,06.04.1928,-2.3
Karasjok,SN97250,07.04.1928,-2.1
Karasjok,SN97250,08.04.1928,-4
Karasjok,SN97250,09.04.1928,-9.3
Karasjok,SN97250,10.04.1928,-9.2
Karasjok,SN97250,11.04.1928,-7.9
Karasjok,SN97250,12.04.1928,-12.7
Karasjok,SN97250,13.04.1928,-8
Karasjok,SN97250,14.04.1928,1.2
Karasjok,SN97250,15.04.1928,1.8
Karasjok,SN97250,16.04.1928,0.3
Karasjok,SN97250,17.04.1928,-0.1
Karasjok,SN97250,18.04.1928,0.2
Karasjok,SN97250,19.04.1928,0.3
Karasjok,SN97250,20.04.1928,-0.1
Karasjok,SN97250,21.04.1928,-2
Karasjok,SN97250,22.04.1928,-4.5
Karasjok,SN97250,23.04.1928,-5.2
Karasjok,SN97250,24.04.1928,-1.7
Karasjok,SN97250,25.04.1928,-1.4
Karasjok,SN97250,26.04.1928,0.7
Karasjok,SN97250,27.04.1928,2.4
Karasjok,SN97250,28.04.1928,4.3
Karasjok,SN97250,29.04.1928,2.9
